Title,P-ISSN,E-ISSN,Source Type,All Science Classification Codes (ASJC)
Journal for healthcare quality : official publication of the National Association for Healthcare Quality,10622551,,Journal,2700;
Journal for Maritime Research,21533369,14691957,Journal,3313; 1202; 
Journal for Multicultural Education,20535368,2053535X,Journal,3304; 
Journal for Nature Conservation,16171381,,Journal,2303; 2309;
Journal for Nurse Practitioners,15554155,,Journal,2912; 2908;
Journal for nurses in professional development,21699798,2169981X ,Journal,2911; 2908; 2700; 2923; 3304; 
Journal for nurses in staff development : JNSD : official journal of the National Nursing Staff Development Organization,10987886,15389049,Journal,3304; 2923; 2908; 2911;
Journal for Research in Mathematics Education,00218251,,Journal,3304; 2601;
Journal for Specialists in Group Work,01933922,,Journal,3207; 3204;
Journal for specialists in pediatric nursing : JSPN,15390136,,Journal,2919;
Journal for Studies in Economics and Econometrics,03796205,,Journal,2002;
Journal for Technology of Plasticity,03543870,,Journal,2500; 2209; 
Journal for the Education of the Gifted,01623532,,Journal,3304;
Journal for the History of Astronomy,00218286,,Journal,3101; 3103;
Journal for the History of Modern Theology,09437592,16129776 ,Journal,1202; 1212; 1211;
Journal for the Liberal Arts and Sciences,21673756,,Journal,3300; 1200;
Journal for the Scientific Study of Religion,00218294,,Journal,1212;
Journal for the Study of Judaism,00472212,,Journal,1202; 1212; 1208;
Journal for the Study of Radicalism,19301189,,Journal,3312; 1202;
Journal for the Study of Religions and Ideologies,15830039,,Journal,1212; 1211;
Journal for the Study of the Historical Jesus,14768690,17455197 ,Journal,1202; 1212;
Journal for the Study of the New Testament,0142064X,17455294,Journal,1212;
Journal for the Study of the Old Testament,03090892,14766728 ,Journal,1212;
Journal for the Study of the Pseudepigrapha,09518207,17455286 ,Journal,1212;
Journal for the Theory of Social Behaviour,00218308,14685914,Journal,3207; 1211; 3200;
Journal for Vascular Ultrasound,15443167,15443175,Journal,2741; 2705;
"Journal for Weavers, Spinners and Dyers",02677806,,Journal,1501; 2501; 1403;
Journal Francais de Biophysique et de Medecine Nucleaire,03990435,,Journal,2700;
Journal Francais d'Hydrologie,03359581,,Journal,2310;
Journal Francais d'Ophtalmologie,01815512,,Journal,2731;
Journal Francais d'Oto-Rhino-Laryngologie,03989771,,Journal,2733;
Journal fuer Gastroenterologische und Hepatologische Erkrankungen,17286263,17286271,Journal,2715; 2721;
Journal für Anasthesie und Intensivbehandlung,09414223,,Journal,2703;
Journal für Ästhetische Chirurgie,18674305,18674313 ,Journal,2746;
Journal für Betriebswirtschaft,03449327,,Journal,1401; 1408;
Journal für die Reine und Angewandte Mathematik,00754102,,Journal,2604; 2600;
Journal für Enkwicklungspolitik,02582384,,Journal,3303; 3305;
Journal für Ernahrungsmedizin,15632873,,Journal,2701; 2916;
Journal für Fertilitat und Reproduktion,1019066X,,Journal,2729;
Journal für Gynakologische Endokrinologie,19976690,,Journal,2712; 2729; 2743;
Journal für Hypertonie,10282327,,Journal,2724;
Journal für Kardiologie,10240098,,Journal,2705;
Journal für Mathematik-Didaktik,01735322,,Journal,2600; 3304;
Journal fur Menopause,10256873,,Journal,2729;
Journal für Menopause,10230904,16809394,Journal,2729;
"Journal für Neurologie, Neurochirurgie und Psychiatrie",16081587,,Journal,2728; 2746; 2738;
Journal fur Pharmakologie und Therapie,14324334,,Journal,2736;
Journal für Praktische Chemie,14369966,16154169,Journal,1600;
Journal für Reproduktionsmedizin und Endokrinologie,18102107,18109292,Journal,2712; 2729; 2743;
Journal für Urologie und Urogynakologie,10236090,16809424,Journal,2748; 2729;
"Journal Globalization, Competitiveness and Governability",19887116,,Journal,1400; 2000; 3301; 
Journal in Computer Virology,17729890,17729904,Journal,1708; 1701;
Journal International Medical Sciences Academy,0971071X,,Journal,2700;
Journal Medical Libanais,00239852,,Journal,2700;
Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus / American Association for Pediatric Ophthalmology and Strabismus,10918531,,Journal,2731; 2735;
Journal of Abnormal and Social Psychology,0096851X,,Journal,3300;
Journal of Abnormal Child Psychology,00910627,,Journal,2738; 3204;
Journal of Abnormal Psychology,0021843X,,Journal,3203;
Journal of Abnormal Psychology,01452339,19391846 ,Journal,3300; 3200; 2600;
Journal of Abnormal Psychology and Social Psychology,01452347,,Journal,3300; 3200; 2600;
Journal of Academic Ethics,15701727,,Journal,3304; 1201; 1211; 3312;
Journal of Academic Librarianship,00991333,,Journal,3304; 3309;
Journal of Access Services,15367967,15367975,Journal,3309;
Journal of Accident and Emergency Medicine,13510622,,Journal,2700;
Journal of Accounting and Economics,01654101,,Journal,2003; 2002; 1402;
Journal of Accounting and Organizational Change,18325912,,Journal,1402; 1408; 1407;
Journal of Accounting and Public Policy,02784254,,Journal,1402; 3312;
Journal of Accounting Education,07485751,,Journal,3304; 1402;
Journal of Accounting Literature,07374607,,Journal,1402; 
Journal of Accounting Research,00218456,1475679X,Journal,2003; 2002; 1402;
"Journal of Accounting, Auditing and Finance",0148558X,,Journal,2003; 1402; 2001;
"Journal of Accounting, Ethics and Public Policy",1089652X,,Journal,1402; 3321; 
Journal of Acquired Immune Deficiency Syndromes,15254135,,Journal,2725; 2736;
Journal of Acupuncture and Tuina Science,16723597,19930399,Journal,2707;
Journal of Acute Medicine,22115587,,Journal,2706; 2711;
Journal of Addiction Medicine,19320620,19353227 ,Journal,2738; 2736;
Journal of Addictions and Offender Counseling,10553835,,Journal,3308; 3207; 3203;
Journal of Addictions Nursing,10884602,,Journal,2738; 2921;
Journal of Addictive Diseases,10550887,,Journal,3203; 2738; 2701;
Journal of Adhesion,00218464,1563518X,Journal,2505; 2508; 2211; 1600; 3110;
Journal of Adhesion Science and Technology,01694243,15685616,Journal,2505; 2508; 2211; 1600; 3110;
Journal of Adhesive Dentistry,14615185,,Journal,3500;
Journal of Adolescence,01401971,10959254,Journal,2735; 3207; 2738; 3204;
Journal of Adolescent and Adult Literacy,10813004,,Journal,3304;
Journal of Adolescent Health,1054139X,,Journal,2735; 2739; 2738;
Journal of Adolescent Health Care,01970070,,Journal,2735; 2739;
Journal of Adolescent Research,07435584,,Journal,3312; 3204;
Journal of Adult Development,10680667,15733440,Journal,3205; 3319; 3204;
Journal of Advanced Computational Intelligence and Intelligent Informatics,13430130,18838014 ,Journal,1707; 1709; 1702;
Journal of Advanced Concrete Technology,13468014,,Journal,2215;
Journal of Advanced Manufacturing Systems,02196867,,Journal,1408; 2209; 1706;
Journal of Advanced Materials,10709789,,Journal,2211; 2500; 2210;
"Journal of Advanced Mechanical Design, Systems and Manufacturing",,18813054 ,Journal,2209; 2210; 
Journal of Advanced Microscopy Research,21567573,21567581 ,Journal,3105; 2500;
Journal of Advanced Nursing,03092402,13652648,Journal,2900;
Journal of Advanced Oxidation Technologies,12038407,,Journal,1606;
Journal of Advanced Perioperative Care,14705664,,Journal,2746; 2914;
Journal of Advanced Prosthodontics,20057806,20057814 ,Journal,3504; 3501; 
Journal of Advanced Research,20901232,,Journal,1000;
Journal of Advanced Research in Dynamical and Control Systems,1943023X,,Journal,2200; 1700;
Journal of Advanced Research in Law and Economics,2068696X,,Journal,3308; 2002; 
Journal of Advanced Transportation,01976729,,Journal,2002; 1408; 2210; 2203; 1706;
Journal of Advances in Information Fusion,15576418,,Journal,1711; 1710; 1707; 
Journal of Advances in Modeling Earth Systems,19422466,,Journal,2306; 2304; 1900; 
Journal of Adventure Education and Outdoor Learning,14729679,17540402 ,Journal,3612; 3304;
Journal of Advertising,00913367,,Journal,3315; 1403; 1406;
Journal of Advertising Research,00218499,,Journal,3315; 1406;
"Journal of Aeronautics, Astronautics and Aviation, Series A",19907710,,Journal,1912; 2202;
"Journal of Aerosol Medicine: Deposition, Clearance, and Effects in the Lung",08942684,,Journal,2740;
Journal of Aerosol Science,00218502,,Journal,2304; 2500; 2310;
"Journal of Aerospace Computing, Information and Communication",15429423,,Journal,1706; 2208; 2202;
Journal of Aerospace Engineering,08931321,,Journal,2205; 2500; 2210; 2202;
"Journal of Aerospace Engineering, Sciences and Applications",2236577X,,Journal,2202; 
Journal of Aerospace Information Systems,,23273097 ,Journal,2202; 2208; 1706; 
Journal of Aerospace Technology and Management,19849648,21759146 ,Journal,2202; 
Journal of Aesthetic Education,00218510,15437809,Journal,3304; 1200;
Journal of Aesthetics and Art Criticism,00218529,15406245,Journal,1211; 1213; 1210;
Journal of Aesthetics and Culture,20004214,,Journal,3316; 1213; 1211;
Journal of Affective Disorders,01650327,,Journal,3203; 2738;
Journal of African American Men,10811753,,Journal,3316; 3312;
Journal of African American Studies,15591646,,Journal,3316; 3318; 3312;
Journal of African Archaeology,16121651,,Journal,3302; 1202; 1213; 3316; 1204;
Journal of African Business,15228916,15229076,Journal,3303; 3305;
Journal of African Cultural Studies,13696815,,Journal,1203; 1208; 1210; 1213; 3316; 3310;
Journal of African Earth Sciences,1464343X,,Journal,1904; 1907;
Journal of African Economies,09638024,14643723,Journal,3303; 2002;
Journal of African History,00218537,14695138,Journal,1202;
Journal of African Languages and Linguistics,01676164,16133811 ,Journal,3200; 3310; 1200; 1203;
Journal of African Law,00218553,,Journal,3308;
Journal of African Media Studies,2040199X,17517974 ,Journal,3315;
"Journal of Aggression, Conflict and Peace Research",17596599,20428715,Journal,3308; 3312; 3207; 3306; 
"Journal of Aggression, Maltreatment and Trauma",10926771,1545083X,Journal,3203; 2738; 3601;
Journal of Aging and Health,08982643,,Journal,2909; 2717; 2905;
Journal of Aging and Pharmacotherapy,15405303,15404706,Journal,2717; 2736;
Journal of Aging and Physical Activity,10638652,1543267X,Journal,2909; 2742; 2717; 3612;
Journal of Aging and Social Policy,08959420,15450821,Journal,2909; 3317; 3319;
Journal of Aging Research,20902204,20902212 ,Journal,2717; 
Journal of Aging Studies,08904065,,Journal,2910; 2719;
"Journal of Aging, Humanities, and the Arts",19325614,19325622 ,Journal,2717; 1201; 
Journal of Agrarian Change,14710358,14710366,Journal,2306;
Journal of Agricultural & Applied Economics,10740708,,Journal,2300; 1900;
Journal of Agricultural Economics Research,10433309,,Journal,2300; 1900;
Journal of Agricultural Engineering,19747071,22396268 ,Journal,1502; 2209; 2210; 
Journal of Agricultural Ethics,08934282,,Journal,2700;
Journal of Agromedicine,1059924X,15450813,Journal,2739;
Journal of AHIMA / American Health Information Management Association,10605487,,Journal,2739; 2719;
Journal of Air Medical Transport,10469095,,Journal,2700;
Journal of Air Transport Management,09696997,,Journal,1408; 2308; 3308; 3313;
Journal of Aircraft,00218669,,Journal,2202;
Journal of Alcohol and Drug Education,00901482,,Journal,3306; 2717;
Journal of Algebra,00218693,1090266X,Journal,2602;
Journal of Algebra and Applied Mathematics,23197234,,Journal,2602; 2605; 2604; 2607; 
Journal of Algebra and Discrete Structures,09725946,,Journal,2602; 2607;
Journal of Algebra and its Applications,02194988,,Journal,2602; 2604;
Journal of Algebraic Combinatorics,09259899,15729192,Journal,2607; 2602;
Journal of Algebraic Geometry,10563911,15347486,Journal,2602; 2608;
Journal of Algorithms,01966774,10902678,Journal,2606; 1703; 2605;
Journal of Algorithms and Computational Technology,17483018,,Journal,2612; 2605; 2604; 
Journal of Allergy and Clinical Immunology: In Practice,22132198,,Journal,2723; 
Journal of Allied Health,00907421,,Journal,2739;
Journal of Alloys and Compounds,09258388,,Journal,2505; 2211; 2506; 2210;
Journal of Alternative and Complementary Medicine,10755535,,Journal,2707;
Journal of Alternative Investments,15203255,,Journal,2003; 2002;
Journal of Alzheimer's Disease,13872877,,Journal,3203; 2717; 2738;
Journal of Ambient Intelligence and Humanized Computing,18685137,,Journal,1700;
Journal of Ambient Intelligence and Smart Environments,18761364,,Journal,1712;
Journal of Ambulatory Care Management,01489917,,Journal,2719;
Journal of Ambulatory Care Marketing,08869723,,Journal,2719; 1406;
Journal of American College Health,07448481,,Journal,2739;
Journal of American Culture,01911813,,Journal,3300; 2300;
Journal of American Ethnic History,02785927,,Journal,1202; 3316; 3314;
Journal of American Folklore,00218715,15351882 ,Journal,3316;
Journal of American History,00218723,,Journal,1207; 1202;
Journal of American Studies,00218758,14695154,Journal,1201;
Journal of Analysis and Applications,09725954,,Journal,2603; 2604;
Journal of Analytical and Applied Pyrolysis,01652370,,Journal,1500; 1600;
Journal of Analytical Atomic Spectrometry,02679477,,Journal,1607; 1602;
Journal of Analytical Chemistry,10619348,16083199,Journal,1602;
Journal of Analytical Chemistry of the USSR,00218766,,Journal,1602; 
Journal of Analytical Methods in Chemistry,20908865,20908873 ,Journal,3105; 1706; 1500; 1602; 
Journal of Analytical Psychology,00218774,,Journal,3203;
Journal of Ancient Near Eastern Religions,15692116,,Journal,1202; 1212;
Journal of Andrological Sciences,20353901,,Journal,2743; 2712; 2748; 
Journal of Anesthesia,09138668,14388359,Journal,2703;
Journal of Anesthesia History,,23524529,Journal,1207; 2703; 
Journal of Anglican Studies,17403553,17455278 ,Journal,1212; 
Journal of Anthropological Archaeology,02784165,10902686,Journal,3307; 3302; 1202; 1204;
Journal of Anthropological Research,00917710,,Journal,3314;
Journal of Anthropological Sciences,18274765,,Journal,3314;
Journal of Anxiety Disorders,08876185,,Journal,3203; 2738;
Journal of Applied Accounting Research,09675426,,Journal,1402;
Journal of Applied Analysis,14256908,,Journal,2610; 2604; 1804; 1703;
Journal of Applied Analysis and Computation,2156907X,21585644,Journal,2600; 
Journal of Applied and Industrial Mathematics,19904789,19904797,Journal,2604; 2209;
Journal of Applied Animal Welfare Science,10888705,,Journal,2700;
Journal of Applied Behavior Analysis,00218855,,Journal,1211; 3202; 3312; 
Journal of Applied Biobehavioral Research,10712089,,Journal,3203; 3301; 3205; 3316;
Journal of Applied Biological Chemistry,19760442,,Journal,1605; 1502;
Journal of applied biomaterials,10454861,,Journal,2700;
Journal of Applied Business Research,08927626,,Journal,1403;
Journal of applied clinical medical physics [electronic resource] / American College of Medical Physics,15269914,,Journal,2700;
Journal of Applied Communication Research,00909882,,Journal,1203; 3315;
Journal of Applied Cosmetology,03928543,,Journal,2708;
Journal of Applied Developmental Psychology,01933973,,Journal,3204;
Journal of Applied Ecology,00218901,13652664,Journal,2303;
Journal of Applied Econometrics,08837252,10991255,Journal,2002; 3301;
Journal of Applied Economic Sciences,18436110,,Journal,1400; 2000;
Journal of Applied Economics,15140326,16676726,Journal,2000;
Journal of Applied Electrochemistry,0021891X,15728838,Journal,2505; 1500; 1603;
Journal of Applied Engineering Science/Istrazivanja i Projektovanja za Privredu,14514117,,Journal,1401; 1704; 1802;
Journal of Applied Fire Science,10444300,15414183,Journal,1500; 1600; 2213; 3104;
Journal of Applied Fluid Mechanics,17353572,17353645 ,Journal,2211; 2210; 3104;
Journal of Applied Geodesy,18629016,18629024 ,Journal,2201; 1901; 2611; 
Journal of Applied Geophysics,09269851,,Journal,1908;
Journal of Applied Gerontology,07334648,,Journal,2909; 2717;
Journal of Applied Linguistics,14797887,17431743,Journal,3310; 1203;
Journal of Applied Logic,15708683,,Journal,2604; 2609;
Journal of Applied Manufacturing Systems,08990956,,Journal,2210;
Journal of Applied Mathematics,1110757X,16870042,Journal,2604;
Journal of Applied Mathematics and Computing,15985865,,Journal,2605; 2604;
Journal of Applied Mathematics and Decision Sciences,11739126,15327612,Journal,2605; 1800; 2604; 2613;
Journal of Applied Mathematics and Mechanics (English translation of Prikladnaya Matematika i Mekhanika),00218928,,Journal,2211; 2611; 2210; 2604;
Journal of Applied Mathematics and Stochastic Analysis,10489533,16872177,Journal,2611; 2604; 2613;
Journal of Applied Measurement,15297713,,Journal,2604; 2200;
Journal of Applied Mechanics and Technical Physics,00218944,15738620,Journal,2211; 2210; 3104;
"Journal of Applied Mechanics, Transactions ASME",00218936,,Journal,2211; 2206;
Journal of Applied Metalworking,01629700,,Journal,2200;
Journal of Applied Meteorology,08948763,15200450,Journal,1902;
Journal of Applied Meteorology and Climatology,15588424,,Journal,1902;
Journal of Applied Meterology,00218952,,Journal,2200; 2700;
Journal of Applied Non-Classical Logics,11663081,19585780 ,Journal,1211; 2609; 
Journal of Applied Optics,10022082,,Journal,3107; 
